run_id,workload,router_policy,cache_model,ttft_slo_ms,requests_under_slo,goodput_under_slo,quality_adjusted_goodput,mean_quality
mixed_tasks_same_doc-oracle-activated_lora-1781440215924,mixed_tasks_same_doc,oracle,activated_lora,250.0,48,20.35435372810978,18.602927078505815,0.9139532174295857
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442562684,mixed_tasks_same_doc,oracle,activated_lora,25.0,62,19.945738949677427,18.198459805778736,0.9123983749959312
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442562684,mixed_tasks_same_doc,oracle,activated_lora,50.0,62,19.945738949677427,18.198459805778736,0.9123983749959312
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442562684,mixed_tasks_same_doc,oracle,activated_lora,100.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442562684,mixed_tasks_same_doc,oracle,activated_lora,150.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442562684,mixed_tasks_same_doc,oracle,activated_lora,250.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442653677,mixed_tasks_same_doc,oracle,activated_lora,25.0,46,19.289633836974435,17.551500704154975,0.9098928913058059
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442653677,mixed_tasks_same_doc,oracle,activated_lora,50.0,46,19.289633836974435,17.551500704154975,0.9098928913058059
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442653677,mixed_tasks_same_doc,oracle,activated_lora,100.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442653677,mixed_tasks_same_doc,oracle,activated_lora,150.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781442653677,mixed_tasks_same_doc,oracle,activated_lora,250.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442563791,mixed_tasks_same_doc,oracle,activated_lora,25.0,62,19.762320129966483,18.00252481842763,0.9109519884322491
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442563791,mixed_tasks_same_doc,oracle,activated_lora,50.0,62,19.762320129966483,18.00252481842763,0.9109519884322491
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442563791,mixed_tasks_same_doc,oracle,activated_lora,100.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442563791,mixed_tasks_same_doc,oracle,activated_lora,150.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442563791,mixed_tasks_same_doc,oracle,activated_lora,250.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442655003,mixed_tasks_same_doc,oracle,activated_lora,25.0,46,19.171649781016093,17.421615025147208,0.9087175712127925
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442655003,mixed_tasks_same_doc,oracle,activated_lora,50.0,46,19.171649781016093,17.421615025147208,0.9087175712127925
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442655003,mixed_tasks_same_doc,oracle,activated_lora,100.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442655003,mixed_tasks_same_doc,oracle,activated_lora,150.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-oracle-activated_lora-seed17-1781442655003,mixed_tasks_same_doc,oracle,activated_lora,250.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-oracle-activated_lora-seed23-1781442656314,mixed_tasks_same_doc,oracle,activated_lora,25.0,46,18.851567989223817,17.108533869421496,0.9075390375591729
mixed_tasks_same_doc-oracle-activated_lora-seed23-1781442656314,mixed_tasks_same_doc,oracle,activated_lora,50.0,46,18.851567989223817,17.108533869421496,0.9075390375591729
mixed_tasks_same_doc-oracle-activated_lora-seed23-1781442656314,mixed_tasks_same_doc,oracle,activated_lora,100.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-oracle-activated_lora-seed23-1781442656314,mixed_tasks_same_doc,oracle,activated_lora,150.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-oracle-activated_lora-seed23-1781442656314,mixed_tasks_same_doc,oracle,activated_lora,250.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-oracle-base_shared-1781440211528,mixed_tasks_same_doc,oracle,base_shared,25.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-oracle-base_shared-1781440211528,mixed_tasks_same_doc,oracle,base_shared,50.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-oracle-base_shared-1781440211528,mixed_tasks_same_doc,oracle,base_shared,100.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-base_shared-1781440211528,mixed_tasks_same_doc,oracle,base_shared,150.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-base_shared-1781440211528,mixed_tasks_same_doc,oracle,base_shared,250.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-base_shared-seed11-1781442556168,mixed_tasks_same_doc,oracle,base_shared,25.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-oracle-base_shared-seed11-1781442556168,mixed_tasks_same_doc,oracle,base_shared,50.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-oracle-base_shared-seed11-1781442556168,mixed_tasks_same_doc,oracle,base_shared,100.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-base_shared-seed11-1781442556168,mixed_tasks_same_doc,oracle,base_shared,150.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-base_shared-seed11-1781442556168,mixed_tasks_same_doc,oracle,base_shared,250.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-base_shared-seed17-1781442557254,mixed_tasks_same_doc,oracle,base_shared,25.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
mixed_tasks_same_doc-oracle-base_shared-seed17-1781442557254,mixed_tasks_same_doc,oracle,base_shared,50.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
mixed_tasks_same_doc-oracle-base_shared-seed17-1781442557254,mixed_tasks_same_doc,oracle,base_shared,100.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-base_shared-seed17-1781442557254,mixed_tasks_same_doc,oracle,base_shared,150.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-base_shared-seed17-1781442557254,mixed_tasks_same_doc,oracle,base_shared,250.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-1781440220335,mixed_tasks_same_doc,oracle,copy_on_write,25.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-oracle-copy_on_write-1781440220335,mixed_tasks_same_doc,oracle,copy_on_write,50.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-oracle-copy_on_write-1781440220335,mixed_tasks_same_doc,oracle,copy_on_write,100.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-copy_on_write-1781440220335,mixed_tasks_same_doc,oracle,copy_on_write,150.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-copy_on_write-1781440220335,mixed_tasks_same_doc,oracle,copy_on_write,250.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442569336,mixed_tasks_same_doc,oracle,copy_on_write,25.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442569336,mixed_tasks_same_doc,oracle,copy_on_write,50.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442569336,mixed_tasks_same_doc,oracle,copy_on_write,100.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442569336,mixed_tasks_same_doc,oracle,copy_on_write,150.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442569336,mixed_tasks_same_doc,oracle,copy_on_write,250.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442665637,mixed_tasks_same_doc,oracle,copy_on_write,25.0,46,19.160275691170085,17.433798646855095,0.9098928913058059
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442665637,mixed_tasks_same_doc,oracle,copy_on_write,50.0,46,19.160275691170085,17.433798646855095,0.9098928913058059
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442665637,mixed_tasks_same_doc,oracle,copy_on_write,100.0,48,19.993331156003567,18.191789892370537,0.9098928913058059
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442665637,mixed_tasks_same_doc,oracle,copy_on_write,150.0,48,19.993331156003567,18.191789892370537,0.9098928913058059
mixed_tasks_same_doc-oracle-copy_on_write-seed11-1781442665637,mixed_tasks_same_doc,oracle,copy_on_write,250.0,48,19.993331156003567,18.191789892370537,0.9098928913058059
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442570480,mixed_tasks_same_doc,oracle,copy_on_write,25.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442570480,mixed_tasks_same_doc,oracle,copy_on_write,50.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442570480,mixed_tasks_same_doc,oracle,copy_on_write,100.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442570480,mixed_tasks_same_doc,oracle,copy_on_write,150.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442570480,mixed_tasks_same_doc,oracle,copy_on_write,250.0,64,20.514244305218973,18.687491641024167,0.9109519884322491
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442666984,mixed_tasks_same_doc,oracle,copy_on_write,25.0,46,19.043863979275304,17.305493821753842,0.9087175712127925
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442666984,mixed_tasks_same_doc,oracle,copy_on_write,50.0,46,19.043863979275304,17.305493821753842,0.9087175712127925
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442666984,mixed_tasks_same_doc,oracle,copy_on_write,100.0,48,19.871858065330752,18.057906596612703,0.9087175712127925
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442666984,mixed_tasks_same_doc,oracle,copy_on_write,150.0,48,19.871858065330752,18.057906596612703,0.9087175712127925
mixed_tasks_same_doc-oracle-copy_on_write-seed17-1781442666984,mixed_tasks_same_doc,oracle,copy_on_write,250.0,48,19.871858065330752,18.057906596612703,0.9087175712127925
mixed_tasks_same_doc-oracle-copy_on_write-seed23-1781442668298,mixed_tasks_same_doc,oracle,copy_on_write,25.0,46,18.72799973312888,16.99639085321223,0.9075390375591729
mixed_tasks_same_doc-oracle-copy_on_write-seed23-1781442668298,mixed_tasks_same_doc,oracle,copy_on_write,50.0,46,18.72799973312888,16.99639085321223,0.9075390375591729
mixed_tasks_same_doc-oracle-copy_on_write-seed23-1781442668298,mixed_tasks_same_doc,oracle,copy_on_write,100.0,48,19.542260591091004,17.735364368569282,0.9075390375591729
mixed_tasks_same_doc-oracle-copy_on_write-seed23-1781442668298,mixed_tasks_same_doc,oracle,copy_on_write,150.0,48,19.542260591091004,17.735364368569282,0.9075390375591729
mixed_tasks_same_doc-oracle-copy_on_write-seed23-1781442668298,mixed_tasks_same_doc,oracle,copy_on_write,250.0,48,19.542260591091004,17.735364368569282,0.9075390375591729
mixed_tasks_same_doc-oracle-standard_lora-1781440207309,mixed_tasks_same_doc,oracle,standard_lora,25.0,44,17.696852495907493,16.174095277011446,0.9139532174295857
mixed_tasks_same_doc-oracle-standard_lora-1781440207309,mixed_tasks_same_doc,oracle,standard_lora,50.0,44,17.696852495907493,16.174095277011446,0.9139532174295857
mixed_tasks_same_doc-oracle-standard_lora-1781440207309,mixed_tasks_same_doc,oracle,standard_lora,100.0,48,19.30565726826272,17.64446757492158,0.9139532174295857
mixed_tasks_same_doc-oracle-standard_lora-1781440207309,mixed_tasks_same_doc,oracle,standard_lora,150.0,48,19.30565726826272,17.64446757492158,0.9139532174295857
mixed_tasks_same_doc-oracle-standard_lora-1781440207309,mixed_tasks_same_doc,oracle,standard_lora,250.0,48,19.30565726826272,17.64446757492158,0.9139532174295857
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442549853,mixed_tasks_same_doc,oracle,standard_lora,25.0,0,0.0,0.0,0.9123983749959312
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442549853,mixed_tasks_same_doc,oracle,standard_lora,50.0,0,0.0,0.0,0.9123983749959312
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442549853,mixed_tasks_same_doc,oracle,standard_lora,100.0,64,8.832296753507864,8.058573205382414,0.9123983749959312
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442549853,mixed_tasks_same_doc,oracle,standard_lora,150.0,64,8.832296753507864,8.058573205382414,0.9123983749959312
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442549853,mixed_tasks_same_doc,oracle,standard_lora,250.0,64,8.832296753507864,8.058573205382414,0.9123983749959312
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442641671,mixed_tasks_same_doc,oracle,standard_lora,25.0,44,17.51034334243514,15.932536931605677,0.9098928913058059
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442641671,mixed_tasks_same_doc,oracle,standard_lora,50.0,44,17.51034334243514,15.932536931605677,0.9098928913058059
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442641671,mixed_tasks_same_doc,oracle,standard_lora,100.0,48,19.102192737201968,17.380949379933465,0.9098928913058059
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442641671,mixed_tasks_same_doc,oracle,standard_lora,150.0,48,19.102192737201968,17.380949379933465,0.9098928913058059
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781442641671,mixed_tasks_same_doc,oracle,standard_lora,250.0,48,19.102192737201968,17.380949379933465,0.9098928913058059
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442550873,mixed_tasks_same_doc,oracle,standard_lora,25.0,0,0.0,0.0,0.9109519884322491
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442550873,mixed_tasks_same_doc,oracle,standard_lora,50.0,0,0.0,0.0,0.9109519884322491
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442550873,mixed_tasks_same_doc,oracle,standard_lora,100.0,64,8.797270864636811,8.013891386917994,0.9109519884322491
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442550873,mixed_tasks_same_doc,oracle,standard_lora,150.0,64,8.797270864636811,8.013891386917994,0.9109519884322491
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442550873,mixed_tasks_same_doc,oracle,standard_lora,250.0,64,8.797270864636811,8.013891386917994,0.9109519884322491
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442642966,mixed_tasks_same_doc,oracle,standard_lora,25.0,44,17.408670428223058,15.819564709578822,0.9087175712127925
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442642966,mixed_tasks_same_doc,oracle,standard_lora,50.0,44,17.408670428223058,15.819564709578822,0.9087175712127925
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442642966,mixed_tasks_same_doc,oracle,standard_lora,100.0,48,18.99127683078879,17.25770695590417,0.9087175712127925
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442642966,mixed_tasks_same_doc,oracle,standard_lora,150.0,48,18.99127683078879,17.25770695590417,0.9087175712127925
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781442642966,mixed_tasks_same_doc,oracle,standard_lora,250.0,48,18.99127683078879,17.25770695590417,0.9087175712127925
mixed_tasks_same_doc-oracle-standard_lora-seed23-1781442644301,mixed_tasks_same_doc,oracle,standard_lora,25.0,44,17.132519819097475,15.548430547587177,0.9075390375591729
mixed_tasks_same_doc-oracle-standard_lora-seed23-1781442644301,mixed_tasks_same_doc,oracle,standard_lora,50.0,44,17.132519819097475,15.548430547587177,0.9075390375591729
mixed_tasks_same_doc-oracle-standard_lora-seed23-1781442644301,mixed_tasks_same_doc,oracle,standard_lora,100.0,48,18.69002162083361,16.961924233731466,0.9075390375591729
mixed_tasks_same_doc-oracle-standard_lora-seed23-1781442644301,mixed_tasks_same_doc,oracle,standard_lora,150.0,48,18.69002162083361,16.961924233731466,0.9075390375591729
mixed_tasks_same_doc-oracle-standard_lora-seed23-1781442644301,mixed_tasks_same_doc,oracle,standard_lora,250.0,48,18.69002162083361,16.961924233731466,0.9075390375591729
mixed_tasks_same_doc-random-activated_lora-1781440157193,mixed_tasks_same_doc,random,activated_lora,25.0,46,18.701679547700927,12.151147406269828,0.6497356226897609
mixed_tasks_same_doc-random-activated_lora-1781440157193,mixed_tasks_same_doc,random,activated_lora,50.0,46,18.701679547700927,12.151147406269828,0.6497356226897609
mixed_tasks_same_doc-random-activated_lora-1781440157193,mixed_tasks_same_doc,random,activated_lora,100.0,48,19.51479604977488,12.679458163064169,0.6497356226897609
mixed_tasks_same_doc-random-activated_lora-1781440157193,mixed_tasks_same_doc,random,activated_lora,150.0,48,19.51479604977488,12.679458163064169,0.6497356226897609
mixed_tasks_same_doc-random-activated_lora-1781440157193,mixed_tasks_same_doc,random,activated_lora,250.0,48,19.51479604977488,12.679458163064169,0.6497356226897609
mixed_tasks_same_doc-random-base_shared-1781440154371,mixed_tasks_same_doc,random,base_shared,25.0,46,18.988082706613103,12.337233741065946,0.6497356226897609
mixed_tasks_same_doc-random-base_shared-1781440154371,mixed_tasks_same_doc,random,base_shared,50.0,46,18.988082706613103,12.337233741065946,0.6497356226897609
mixed_tasks_same_doc-random-base_shared-1781440154371,mixed_tasks_same_doc,random,base_shared,100.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-base_shared-1781440154371,mixed_tasks_same_doc,random,base_shared,150.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-base_shared-1781440154371,mixed_tasks_same_doc,random,base_shared,250.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-copy_on_write-1781440160096,mixed_tasks_same_doc,random,copy_on_write,25.0,46,18.988082706613103,12.337233741065946,0.6497356226897609
mixed_tasks_same_doc-random-copy_on_write-1781440160096,mixed_tasks_same_doc,random,copy_on_write,50.0,46,18.988082706613103,12.337233741065946,0.6497356226897609
mixed_tasks_same_doc-random-copy_on_write-1781440160096,mixed_tasks_same_doc,random,copy_on_write,100.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-copy_on_write-1781440160096,mixed_tasks_same_doc,random,copy_on_write,150.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-copy_on_write-1781440160096,mixed_tasks_same_doc,random,copy_on_write,250.0,48,19.81365151994411,12.873635208068814,0.6497356226897609
mixed_tasks_same_doc-random-standard_lora-1781440151812,mixed_tasks_same_doc,random,standard_lora,25.0,38,12.99690888616981,8.444554688197629,0.6497356226897609
mixed_tasks_same_doc-random-standard_lora-1781440151812,mixed_tasks_same_doc,random,standard_lora,50.0,38,12.99690888616981,8.444554688197629,0.6497356226897609
mixed_tasks_same_doc-random-standard_lora-1781440151812,mixed_tasks_same_doc,random,standard_lora,100.0,48,16.417148066740815,10.666805921933848,0.6497356226897609
mixed_tasks_same_doc-random-standard_lora-1781440151812,mixed_tasks_same_doc,random,standard_lora,150.0,48,16.417148066740815,10.666805921933848,0.6497356226897609
mixed_tasks_same_doc-random-standard_lora-1781440151812,mixed_tasks_same_doc,random,standard_lora,250.0,48,16.417148066740815,10.666805921933848,0.6497356226897609
mixed_tasks_same_doc-semantic-activated_lora-1781440169726,mixed_tasks_same_doc,semantic,activated_lora,25.0,46,19.506255656105207,17.82780511690141,0.9139532174295857
mixed_tasks_same_doc-semantic-activated_lora-1781440169726,mixed_tasks_same_doc,semantic,activated_lora,50.0,46,19.506255656105207,17.82780511690141,0.9139532174295857
mixed_tasks_same_doc-semantic-activated_lora-1781440169726,mixed_tasks_same_doc,semantic,activated_lora,100.0,48,20.35435372810978,18.602927078505815,0.9139532174295857
mixed_tasks_same_doc-semantic-activated_lora-1781440169726,mixed_tasks_same_doc,semantic,activated_lora,150.0,48,20.35435372810978,18.602927078505815,0.9139532174295857
mixed_tasks_same_doc-semantic-activated_lora-1781440169726,mixed_tasks_same_doc,semantic,activated_lora,250.0,48,20.35435372810978,18.602927078505815,0.9139532174295857
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442514509,mixed_tasks_same_doc,semantic,activated_lora,25.0,62,19.945738949677427,18.198459805778736,0.9123983749959312
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442514509,mixed_tasks_same_doc,semantic,activated_lora,50.0,62,19.945738949677427,18.198459805778736,0.9123983749959312
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442514509,mixed_tasks_same_doc,semantic,activated_lora,100.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442514509,mixed_tasks_same_doc,semantic,activated_lora,150.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442514509,mixed_tasks_same_doc,semantic,activated_lora,250.0,64,20.58914988353799,18.78550689628773,0.9123983749959312
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442587302,mixed_tasks_same_doc,semantic,activated_lora,25.0,46,19.289633836974435,17.551500704154975,0.9098928913058059
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442587302,mixed_tasks_same_doc,semantic,activated_lora,50.0,46,19.289633836974435,17.551500704154975,0.9098928913058059
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442587302,mixed_tasks_same_doc,semantic,activated_lora,100.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442587302,mixed_tasks_same_doc,semantic,activated_lora,150.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781442587302,mixed_tasks_same_doc,semantic,activated_lora,250.0,48,20.1283135690168,18.314609430422582,0.9098928913058059
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442515456,mixed_tasks_same_doc,semantic,activated_lora,25.0,62,19.762320129966483,18.00252481842763,0.9109519884322491
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442515456,mixed_tasks_same_doc,semantic,activated_lora,50.0,62,19.762320129966483,18.00252481842763,0.9109519884322491
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442515456,mixed_tasks_same_doc,semantic,activated_lora,100.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442515456,mixed_tasks_same_doc,semantic,activated_lora,150.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442515456,mixed_tasks_same_doc,semantic,activated_lora,250.0,64,20.39981432770734,18.583251425473687,0.9109519884322491
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442588453,mixed_tasks_same_doc,semantic,activated_lora,25.0,46,19.171649781016093,17.421615025147208,0.9087175712127925
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442588453,mixed_tasks_same_doc,semantic,activated_lora,50.0,46,19.171649781016093,17.421615025147208,0.9087175712127925
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442588453,mixed_tasks_same_doc,semantic,activated_lora,100.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442588453,mixed_tasks_same_doc,semantic,activated_lora,150.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781442588453,mixed_tasks_same_doc,semantic,activated_lora,250.0,48,20.005199771495054,18.179076547979697,0.9087175712127925
mixed_tasks_same_doc-semantic-activated_lora-seed23-1781442589629,mixed_tasks_same_doc,semantic,activated_lora,25.0,46,18.851567989223817,17.108533869421496,0.9075390375591729
mixed_tasks_same_doc-semantic-activated_lora-seed23-1781442589629,mixed_tasks_same_doc,semantic,activated_lora,50.0,46,18.851567989223817,17.108533869421496,0.9075390375591729
mixed_tasks_same_doc-semantic-activated_lora-seed23-1781442589629,mixed_tasks_same_doc,semantic,activated_lora,100.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-semantic-activated_lora-seed23-1781442589629,mixed_tasks_same_doc,semantic,activated_lora,150.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-semantic-activated_lora-seed23-1781442589629,mixed_tasks_same_doc,semantic,activated_lora,250.0,48,19.671201380059635,17.852383168091993,0.9075390375591729
mixed_tasks_same_doc-semantic-base_shared-1781440166386,mixed_tasks_same_doc,semantic,base_shared,25.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-semantic-base_shared-1781440166386,mixed_tasks_same_doc,semantic,base_shared,50.0,46,19.373985784180814,17.70691664188711,0.9139532174295857
mixed_tasks_same_doc-semantic-base_shared-1781440166386,mixed_tasks_same_doc,semantic,base_shared,100.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-semantic-base_shared-1781440166386,mixed_tasks_same_doc,semantic,base_shared,150.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-semantic-base_shared-1781440166386,mixed_tasks_same_doc,semantic,base_shared,250.0,48,20.216332992188676,18.476782582838723,0.9139532174295857
mixed_tasks_same_doc-semantic-base_shared-seed11-1781442509009,mixed_tasks_same_doc,semantic,base_shared,25.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-semantic-base_shared-seed11-1781442509009,mixed_tasks_same_doc,semantic,base_shared,50.0,62,20.058666144442366,18.301494394775116,0.9123983749959312
mixed_tasks_same_doc-semantic-base_shared-seed11-1781442509009,mixed_tasks_same_doc,semantic,base_shared,100.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-semantic-base_shared-seed11-1781442509009,mixed_tasks_same_doc,semantic,base_shared,150.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-semantic-base_shared-seed11-1781442509009,mixed_tasks_same_doc,semantic,base_shared,250.0,64,20.70571989103728,18.891865181703345,0.9123983749959312
mixed_tasks_same_doc-semantic-base_shared-seed17-1781442509890,mixed_tasks_same_doc,semantic,base_shared,25.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
mixed_tasks_same_doc-semantic-base_shared-seed17-1781442509890,mixed_tasks_same_doc,semantic,base_shared,50.0,62,19.87317417068088,18.10350752724216,0.9109519884322491
