run_id,request_count,router_policy,cache_model,workload,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_e2e_ms,p50_e2e_ms,p95_e2e_ms,p99_e2e_ms,mean_itl_ms,mean_tpot_ms,request_throughput,token_throughput,goodput_under_slo,mean_quality,quality_adjusted_goodput,cache_hit_rate,cached_prompt_token_ratio,fragmentation_index,memory_token_footprint,eviction_count,evicted_tokens,adapter_distribution,adapter_strategy,router_cache_pair
agent_session-cache_aware-activated_lora-seed11-1781443366762,48,cache_aware,activated_lora,agent_session,21.30119895788533,20.727445943227533,23.239519108305117,51.40439651648438,55.50119895788532,54.66741742091187,72.1132098011467,95.34243404163028,1.2,2.0636852986197805,18.01762878598004,513.5024204004312,18.01762878598004,0.9230988193068884,16.63205185904798,0.9287833827893175,0.7854454203262233,1.0,1032,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",activated-late-specialization,cache_aware / activated_lora
prompt_layout_ablation-sticky_session-standard_lora-seed11-1781443343356,48,sticky_session,standard_lora,prompt_layout_ablation,43.41779569950189,66.51591876832268,71.9871743021818,74.31945704373204,78.21779569950188,91.44515202688636,119.81192643473236,125.43888276530822,1.2,2.8011362248255622,12.78481438983288,370.75961730515354,12.78481438983288,0.9253907537226375,11.83094902441147,0.9097744360902256,0.46360153256704983,1.0,4480,0,0,"{'qa': 24, 'json': 24}",specialist-adapter,sticky_session / standard_lora
prompt_layout_ablation-cache_aware-standard_lora-seed23-1781443583970,48,cache_aware,standard_lora,prompt_layout_ablation,43.894164596894434,67.44543940996866,71.69916156942162,74.72324644390702,75.51916459689444,83.38005392592822,116.64543940996865,121.9370414812982,1.2,3.1390511816470554,13.241671903255174,348.9732282837041,13.241671903255174,0.9297095279907376,12.310908534983579,0.9097744360902256,0.46360153256704983,1.0,4480,0,0,"{'qa': 24, 'json': 24}",specialist-adapter,cache_aware / standard_lora
low_overlap_control-random-activated_lora-seed11-1781443308150,48,random,activated_lora,low_overlap_control,69.74167390890538,68.97177933387863,74.57348283686979,75.38943184285252,104.41667390890537,106.73160779700149,124.1505161256342,125.91667762945139,1.2,3.9931615347891682,9.577014499354908,276.7358148042762,9.577014499354908,0.6302410753957726,6.035827917154344,0.38461538461538464,0.02886002886002886,1.0140632847815167,8076,0,0,"{'code': 12, 'multitask': 13, 'json': 9, 'qa': 10, 'summary': 4}",activated-late-specialization,random / activated_lora
mixed_tasks_same_doc-cache_aware-copy_on_write-seed11-1781443603033,48,cache_aware,copy_on_write,mixed_tasks_same_doc,16.841677671030403,14.614595739230676,18.698714147620038,74.65930385952872,50.0166776710304,48.157540192962585,69.245798677225,125.05930385952871,1.2,1.8687987771273884,19.993331156003567,552.7323009170153,19.993331156003567,0.9098928913058059,18.191789892370537,0.9530791788856305,0.9065550906555091,1.0161691542288558,817,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",copy-on-write-delta,cache_aware / copy_on_write
prompt_layout_ablation-oracle-copy_on_write-seed11-1781443498164,64,oracle,copy_on_write,prompt_layout_ablation,78.72319300710828,78.36669651313274,81.6834992937305,81.7871743021818,111.68569300710827,110.99452130539736,129.61192643473237,132.43888276530822,1.2,4.4052751320461425,8.953698303473432,245.94690027353585,8.953698303473432,0.9250948908035107,8.283020554339334,0.0,0.0,0.0894638403990025,574,1534,11906,"{'qa': 32, 'json': 32}",copy-on-write-delta,oracle / copy_on_write
low_overlap_control-semantic-standard_lora-seed11-1781443314223,48,semantic,standard_lora,low_overlap_control,68.80906155717521,68.42278232469106,72.23918347990696,73.30258348803063,102.60906155717521,102.56947339586782,118.24379815383972,121.36369200291949,1.2,3.961836386968935,9.745727958371258,274.5046708274571,9.745727958371258,0.9070162139699103,8.839533275182601,0.4782608695652174,0.042328042328042326,1.0,7964,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",specialist-adapter,semantic / standard_lora
shared_doc_qa-oracle-standard_lora-seed17-1781443613849,48,oracle,standard_lora,shared_doc_qa,18.618972598439758,14.34332179248198,70.62925201993755,75.59760031082564,50.16897259843975,49.14332179248198,103.19760031082564,109.02925201993756,1.2,2.0276315351550056,19.9326386052223,524.0622899956364,19.9326386052223,0.9222995655862523,18.38386392658429,0.9506172839506173,0.875,1.0,1056,0,0,{'qa': 48},specialist-adapter,oracle / standard_lora
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781443515614,48,semantic,activated_lora,mixed_tasks_same_doc,16.506261004363736,14.264595739230678,18.348714147620036,74.65930385952872,49.68126100436373,47.80754019296259,68.895798677225,125.05930385952871,1.2,1.8545904547239973,20.128313569016804,556.4640022101104,20.128313569016804,0.9098928913058059,18.314609430422585,0.9550982226379794,0.9119014411901442,1.0,758,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",activated-late-specialization,semantic / activated_lora
low_overlap_control-multitask-standard_lora-seed11-1781443327660,48,multitask,standard_lora,low_overlap_control,69.02854497109192,69.03964175471205,71.51667762945138,74.30849860899524,102.40354497109193,104.25754307997943,122.46951585195319,123.11667762945137,1.2,4.058904655353127,9.76528693691508,271.59704293295067,9.76528693691508,0.8026429516283026,7.838038730542825,0.4782608695652174,0.042328042328042326,1.0,7964,0,0,{'multitask': 48},specialist-adapter,multitask / standard_lora
mixed_tasks_same_doc-cache_aware-activated_lora-seed17-1781443460991,64,cache_aware,activated_lora,mixed_tasks_same_doc,16.28255400322614,14.486564702046607,17.64846883065753,80.28082516078703,49.020054003226136,47.652412669237066,66.42909879797367,100.68082516078704,1.2,1.8769800277339357,20.39981432770734,556.5324346277658,20.39981432770734,0.9109519884322491,18.583251425473687,0.9591054313099041,0.9270702634880803,0.5440860215053763,506,77,424,"{'qa': 16, 'json': 16, 'summary': 16, 'code': 16}",activated-late-specialization,cache_aware / activated_lora
prompt_layout_ablation-cache_aware-base_shared-seed17-1781443456353,64,cache_aware,base_shared,prompt_layout_ablation,78.76694638600684,78.67123241900492,81.43737080805315,81.74044456442961,113.99819638600684,114.3351088819405,129.07571537023438,132.28529851810586,1.2,4.2171242110346725,8.7720686089973,257.5424518172801,8.7720686089973,0.9294578132264533,8.153267706791047,0.0,0.0,0.07948877805486285,510,1534,11906,"{'qa': 32, 'json': 32}",multitask-or-shared-base,cache_aware / base_shared
prompt_layout_ablation-semantic-activated_lora-seed11-1781443321386,48,semantic,activated_lora,prompt_layout_ablation,43.25737903283522,66.51591876832268,71.9871743021818,74.31945704373204,78.05737903283521,91.44515202688636,119.81192643473236,125.43888276530822,1.2,2.7947750090801513,12.81108861699475,371.52156989284777,12.81108861699475,0.9253907537226375,11.855262951288273,0.9133574007220217,0.46623563218390807,1.0,4458,0,0,"{'qa': 24, 'json': 24}",activated-late-specialization,semantic / activated_lora
mixed_tasks_same_doc-semantic-copy_on_write-seed11-1781443527353,48,semantic,copy_on_write,mixed_tasks_same_doc,16.841677671030403,14.614595739230676,18.698714147620038,74.65930385952872,50.0166776710304,48.157540192962585,69.245798677225,125.05930385952871,1.2,1.8687987771273884,19.993331156003567,552.7323009170153,19.993331156003567,0.9098928913058059,18.191789892370537,0.9530791788856305,0.9065550906555091,1.0161691542288558,817,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",copy-on-write-delta,semantic / copy_on_write
low_overlap_control-cache_aware-copy_on_write-seed11-1781443372218,48,cache_aware,copy_on_write,low_overlap_control,68.80906155717521,68.42278232469106,72.23918347990696,73.30258348803063,102.60906155717521,102.56947339586782,118.24379815383972,121.36369200291949,1.2,3.961836386968935,9.745727958371258,274.5046708274571,9.745727958371258,0.9070162139699103,8.839533275182601,0.4782608695652174,0.042328042328042326,1.0131843294826721,8069,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",copy-on-write-delta,cache_aware / copy_on_write
mixed_tasks_same_doc-semantic-base_shared-seed11-1781443401317,64,semantic,base_shared,mixed_tasks_same_doc,15.802083482846555,13.43553802055747,17.84886968854714,81.04293861560183,48.295833482846554,46.08247307837338,65.33335213811247,117.04293861560183,1.2,1.8485076398281866,20.705719891037276,560.6720714244938,20.705719891037276,0.9123983749959312,18.89186518170334,0.958656330749354,0.93099121706399,0.5738636363636364,505,64,375,"{'qa': 16, 'json': 16, 'summary': 16, 'code': 16}",multitask-or-shared-base,semantic / base_shared
shared_doc_qa-cache_aware-standard_lora-seed11-1781443443955,64,cache_aware,standard_lora,shared_doc_qa,79.40511501702518,79.34411832187561,82.09709971157707,82.15898571542182,112.23636501702518,113.13903919979131,128.82501038170335,129.09168397583807,1.2,4.554594949659304,8.909768236420607,243.76569034332007,8.909768236420607,0.9212898254646238,8.20847882346219,0.0,0.0,0.49609375,508,1535,12036,{'qa': 64},specialist-adapter,cache_aware / standard_lora
prompt_layout_ablation-multitask-base_shared-seed11-1781443428726,64,multitask,base_shared,prompt_layout_ablation,78.43819950448209,78.21024588184213,81.5348503073525,81.59864698249444,111.71944950448209,111.8313289024141,129.22795920407344,130.54608903548484,1.2,4.544572660165397,8.950992906207267,248.25019388309215,8.950992906207267,0.8154575615813464,7.299154849027707,0.0,0.0,0.07948877805486285,510,1534,11906,{'multitask': 64},multitask-or-shared-base,multitask / base_shared
shared_doc_qa-oracle-base_shared-seed11-1781443478611,64,oracle,base_shared,shared_doc_qa,79.40511501702518,79.34411832187561,82.09709971157707,82.15898571542182,112.23636501702518,113.13903919979131,128.82501038170335,129.09168397583807,1.2,4.554594949659304,8.909768236420607,243.76569034332007,8.909768236420607,0.9212898254646238,8.20847882346219,0.0,0.0,0.49609375,508,1535,12036,{'qa': 64},multitask-or-shared-base,oracle / base_shared
shared_doc_qa-cache_aware-activated_lora-seed11-1781443364927,48,cache_aware,activated_lora,shared_doc_qa,17.856807859643713,13.119025274437863,70.79922424497421,74.54771382750981,50.85680785964371,50.37611024752372,88.9477138275098,121.1992242449742,1.2,2.0348690752719603,19.663050869410302,540.7338989087833,19.663050869410302,0.9185562147947066,18.061617577921293,0.952755905511811,0.8802083333333334,1.0,996,0,0,{'qa': 48},activated-late-specialization,cache_aware / activated_lora
shared_doc_qa-oracle-activated_lora-seed11-1781443383515,48,oracle,activated_lora,shared_doc_qa,17.856807859643713,13.119025274437863,70.79922424497421,74.54771382750981,50.85680785964371,50.37611024752372,88.9477138275098,121.1992242449742,1.2,2.0348690752719603,19.663050869410302,540.7338989087833,19.663050869410302,0.9185562147947066,18.061617577921293,0.952755905511811,0.8802083333333334,1.0,996,0,0,{'qa': 48},activated-late-specialization,oracle / activated_lora
shared_doc_qa-cache_aware-standard_lora-seed23-1781443575352,48,cache_aware,standard_lora,shared_doc_qa,18.444815893933473,13.895088348316488,71.11061581050731,75.12080031302351,53.44481589393347,53.148137697284106,103.51061581050732,116.10527228052933,1.2,1.9363167090179403,18.710888666631373,545.7342527767483,18.710888666631373,0.9241421935002663,17.29152169471999,0.9506172839506173,0.875,1.0,1056,0,0,{'qa': 48},specialist-adapter,cache_aware / standard_lora
shared_doc_qa-semantic-activated_lora-seed17-1781443406364,64,semantic,activated_lora,shared_doc_qa,79.49727517534967,79.70443826729621,82.31842333057426,82.53250191067765,110.90352517534967,111.15833819306152,129.30364745606275,129.65672198602067,1.2,4.668472090410753,9.016845933606701,235.98776466861287,9.016845933606701,0.9199960996536627,8.295463090096154,0.0,0.0,0.4276094276094276,508,1503,11780,{'qa': 64},activated-late-specialization,semantic / activated_lora
low_overlap_control-random-base_shared-seed11-1781443305332,48,random,base_shared,low_overlap_control,68.9250072422387,68.62104887454197,72.58943184285252,74.30849860899524,103.6000072422387,104.98943184285253,121.64154086704974,124.1505161256342,1.2,3.959783423615695,9.652508977743492,278.91729066937967,9.652508977743492,0.6302410753957726,6.083407638400408,0.4782608695652174,0.042328042328042326,1.0,7964,0,0,"{'code': 12, 'multitask': 13, 'json': 9, 'qa': 10, 'summary': 4}",multitask-or-shared-base,random / base_shared
mixed_tasks_same_doc-semantic-activated_lora-seed17-1781443516918,48,semantic,activated_lora,mixed_tasks_same_doc,16.51200395008686,14.096551201589516,19.469372806015745,75.52934863239811,49.98700395008686,48.49177257862226,67.14767626314024,121.12934863239812,1.2,1.8651121215207527,20.005199771495054,558.0617186256641,20.005199771495054,0.9087175712127927,18.1790765479797,0.9550982226379794,0.9119014411901442,1.0,758,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",activated-late-specialization,semantic / activated_lora
agent_session-cache_aware-base_shared-seed11-1781443362296,48,cache_aware,base_shared,agent_session,21.30119895788533,20.727445943227533,23.239519108305117,51.40439651648438,55.50119895788532,54.66741742091187,72.1132098011467,95.34243404163028,1.2,2.0636852986197805,18.01762878598004,513.5024204004312,18.01762878598004,0.9230988193068884,16.63205185904798,0.9287833827893175,0.7854454203262233,1.0,1368,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",multitask-or-shared-base,cache_aware / base_shared
mixed_tasks_same_doc-multitask-copy_on_write-seed23-1781443566882,48,multitask,copy_on_write,mixed_tasks_same_doc,16.94289648171834,14.60290644425894,18.733294315795746,74.33235053302717,47.29289648171834,44.67411230884824,63.550358010027416,108.95627707258672,1.2,1.9479955556167212,21.144824580295325,534.7878550099692,21.144824580295325,0.7983017078257131,16.879949574124876,0.9530791788856305,0.9065550906555091,1.0124378109452736,814,0,0,{'multitask': 48},copy-on-write-delta,multitask / copy_on_write
prompt_layout_ablation-semantic-activated_lora-seed11-1781443409510,64,semantic,activated_lora,prompt_layout_ablation,78.72319300710828,78.36669651313274,81.6834992937305,81.7871743021818,111.68569300710827,110.99452130539736,129.61192643473237,132.43888276530822,1.2,4.4052751320461425,8.953698303473432,245.94690027353585,8.953698303473432,0.9250948908035107,8.283020554339334,0.0,0.0,0.07838917921918229,510,1534,11906,"{'qa': 32, 'json': 32}",activated-late-specialization,semantic / activated_lora
mixed_tasks_same_doc-oracle-activated_lora-seed11-1781443488230,64,oracle,activated_lora,mixed_tasks_same_doc,16.075520982846555,14.162970174442075,17.295798677225005,81.04293861560183,48.569270982846554,46.90810067187523,66.38335213811247,117.04293861560183,1.2,1.8642061129984413,20.58914988353799,557.5155741901771,20.58914988353799,0.9123983749959312,18.78550689628773,0.9591054313099041,0.9270702634880803,0.5440860215053763,506,77,424,"{'qa': 16, 'json': 16, 'summary': 16, 'code': 16}",activated-late-specialization,oracle / activated_lora
shared_doc_qa-cache_aware-copy_on_write-seed17-1781443465628,64,cache_aware,copy_on_write,shared_doc_qa,79.49727517534967,79.70443826729621,82.31842333057426,82.53250191067765,110.90352517534967,111.15833819306152,129.30364745606275,129.65672198602067,1.2,4.668472090410753,9.016845933606701,235.98776466861287,9.016845933606701,0.9199960996536627,8.295463090096154,0.0,0.0,0.501953125,514,1535,12036,{'qa': 64},copy-on-write-delta,cache_aware / copy_on_write
shared_doc_qa-oracle-activated_lora-seed17-1781443627098,48,oracle,activated_lora,shared_doc_qa,18.298139265106425,13.993321792481979,70.62925201993755,75.59760031082564,49.848139265106425,48.793321792481976,103.19760031082564,109.02925201993756,1.2,2.0136349811359433,20.060929349473184,527.435267479899,20.060929349473184,0.9222995655862523,18.502186424275617,0.952755905511811,0.8802083333333334,1.0,996,0,0,{'qa': 48},activated-late-specialization,oracle / activated_lora
mixed_tasks_same_doc-multitask-base_shared-seed11-1781443329800,48,multitask,base_shared,mixed_tasks_same_doc,16.714883504758543,14.730345788907655,19.749905708959886,72.81462898475985,47.739883504758545,44.29123601943422,68.73284766215505,117.6619101137011,1.2,1.9210318630028977,20.946846254878764,541.5632542146781,20.946846254878764,0.803763974983811,16.836320409196112,0.9530791788856305,0.9065550906555091,1.0,804,0,0,{'multitask': 48},multitask-or-shared-base,multitask / base_shared
prompt_layout_ablation-multitask-copy_on_write-seed17-1781443442862,64,multitask,copy_on_write,prompt_layout_ablation,78.6389341792182,78.74063093255835,81.31464728407789,81.57686043455448,111.0576841792182,110.8941670126522,128.3768604345545,130.2942987980195,1.2,4.61126231784019,9.004329663368996,243.257593561953,9.004329663368996,0.8121166089443002,7.3125656720318,0.0,0.0,0.0894638403990025,574,1534,11906,{'multitask': 64},copy-on-write-delta,multitask / copy_on_write
prompt_layout_ablation-oracle-copy_on_write-seed17-1781443499391,64,oracle,copy_on_write,prompt_layout_ablation,78.76694638600684,78.67123241900492,81.43737080805315,81.74044456442961,113.99819638600684,114.3351088819405,129.07571537023438,132.28529851810586,1.2,4.2171242110346725,8.7720686089973,257.5424518172801,8.7720686089973,0.9294578132264533,8.153267706791047,0.0,0.0,0.0894638403990025,574,1534,11906,"{'qa': 32, 'json': 32}",copy-on-write-delta,oracle / copy_on_write
mixed_tasks_same_doc-cache_aware-activated_lora-seed23-1781443592686,48,cache_aware,activated_lora,mixed_tasks_same_doc,16.660735991889297,14.65369039051534,17.54557030554094,76.649329159341,50.835735991889294,48.8604666650832,67.64539812817424,110.24932915934099,1.2,1.8912047846918074,19.671201380059635,560.2194226362817,19.671201380059635,0.9075390375591729,17.852383168091993,0.9550982226379794,0.9119014411901442,1.0,758,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",activated-late-specialization,cache_aware / activated_lora
prompt_layout_ablation-cache_aware-activated_lora-seed11-1781443462187,64,cache_aware,activated_lora,prompt_layout_ablation,78.72319300710828,78.36669651313274,81.6834992937305,81.7871743021818,111.68569300710827,110.99452130539736,129.61192643473237,132.43888276530822,1.2,4.4052751320461425,8.953698303473432,245.94690027353585,8.953698303473432,0.9250948908035107,8.283020554339334,0.0,0.0,0.07838917921918229,510,1534,11906,"{'qa': 32, 'json': 32}",activated-late-specialization,cache_aware / activated_lora
shared_doc_qa-cache_aware-copy_on_write-seed11-1781443464466,64,cache_aware,copy_on_write,shared_doc_qa,79.40511501702518,79.34411832187561,82.09709971157707,82.15898571542182,112.23636501702518,113.13903919979131,128.82501038170335,129.09168397583807,1.2,4.554594949659304,8.909768236420607,243.76569034332007,8.909768236420607,0.9212898254646238,8.20847882346219,0.0,0.0,0.501953125,514,1535,12036,{'qa': 64},copy-on-write-delta,cache_aware / copy_on_write
mixed_tasks_same_doc-oracle-standard_lora-seed17-1781443618259,48,oracle,standard_lora,mixed_tasks_same_doc,19.180753950086864,14.446551201589518,73.99846883065753,75.81937280601575,52.655753950086854,48.84177257862226,105.19846883065753,121.12934863239812,1.2,1.959948924589577,18.99127683078879,529.777493258879,18.99127683078879,0.9087175712127927,17.257706955904176,0.9511698880976602,0.8693630869363087,1.3980099502487562,1124,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",specialist-adapter,oracle / standard_lora
low_overlap_control-cache_aware-base_shared-seed11-1781443363177,48,cache_aware,base_shared,low_overlap_control,68.80906155717521,68.42278232469106,72.23918347990696,73.30258348803063,102.60906155717521,102.56947339586782,118.24379815383972,121.36369200291949,1.2,3.961836386968935,9.745727958371258,274.5046708274571,9.745727958371258,0.9070162139699103,8.839533275182601,0.4782608695652174,0.042328042328042326,1.0,7964,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",multitask-or-shared-base,cache_aware / base_shared
prompt_layout_ablation-oracle-base_shared-seed17-1781443484612,64,oracle,base_shared,prompt_layout_ablation,78.76694638600684,78.67123241900492,81.43737080805315,81.74044456442961,113.99819638600684,114.3351088819405,129.07571537023438,132.28529851810586,1.2,4.2171242110346725,8.7720686089973,257.5424518172801,8.7720686089973,0.9294578132264533,8.153267706791047,0.0,0.0,0.07948877805486285,510,1534,11906,"{'qa': 32, 'json': 32}",multitask-or-shared-base,oracle / base_shared
shared_doc_qa-semantic-base_shared-seed11-1781443315502,48,semantic,base_shared,shared_doc_qa,18.177641192977045,13.469025274437863,70.79922424497421,74.54771382750981,51.17764119297704,50.72611024752372,88.9477138275098,121.1992242449742,1.2,2.0477943488259176,19.539782934294887,537.3440306931094,19.539782934294887,0.9185562147947066,17.948389050036116,0.9506172839506173,0.875,1.0,1056,0,0,{'qa': 48},multitask-or-shared-base,semantic / base_shared
mixed_tasks_same_doc-multitask-standard_lora-seed11-1781443420213,64,multitask,standard_lora,mixed_tasks_same_doc,15.63482369191805,13.962916450285618,17.475283308825276,77.86191011370109,47.19107369191805,43.96291645028562,67.0081668769729,112.21462898475986,1.2,1.8656110996621442,21.190448145519948,557.2425660767199,21.190448145519948,0.8022583445485687,17.000213849467123,0.958656330749354,0.93099121706399,0.5738636363636364,505,64,375,{'multitask': 64},specialist-adapter,multitask / standard_lora
mixed_tasks_same_doc-oracle-standard_lora-seed11-1781443374967,48,oracle,standard_lora,mixed_tasks_same_doc,19.175011004363736,14.614595739230676,74.04293861560183,74.69871414762004,52.35001100436373,48.26028318995137,110.04293861560183,125.05930385952871,1.2,1.9666606192326517,19.102192737201968,528.0960367138961,19.102192737201968,0.9098928913058059,17.380949379933465,0.9511698880976602,0.8693630869363087,1.3980099502487562,1124,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",specialist-adapter,oracle / standard_lora
mixed_tasks_same_doc-semantic-standard_lora-seed17-1781443396292,64,semantic,standard_lora,mixed_tasks_same_doc,80.93411650322614,81.0158376951407,83.84950150779164,84.13874961881932,113.67161650322613,114.48567014931653,132.36201762639925,132.57909879797364,1.2,4.568485727671652,8.79727086463681,240.00054577587298,8.79727086463681,0.9109519884322491,8.013891386917994,0.0,0.0,0.5795454545454546,510,1551,12242,"{'qa': 16, 'json': 16, 'summary': 16, 'code': 16}",specialist-adapter,semantic / standard_lora
prompt_layout_ablation-oracle-copy_on_write-seed11-1781443648207,48,oracle,copy_on_write,prompt_layout_ablation,43.41779569950189,66.51591876832268,71.9871743021818,74.31945704373204,78.21779569950188,91.44515202688636,119.81192643473236,125.43888276530822,1.2,2.8011362248255622,12.78481438983288,370.75961730515354,12.78481438983288,0.9253907537226375,11.83094902441147,0.9097744360902256,0.46360153256704983,1.0129464285714285,4538,0,0,"{'qa': 24, 'json': 24}",copy-on-write-delta,oracle / copy_on_write
prompt_layout_ablation-semantic-activated_lora-seed17-1781443410569,64,semantic,activated_lora,prompt_layout_ablation,78.76694638600684,78.67123241900492,81.43737080805315,81.74044456442961,113.99819638600684,114.3351088819405,129.07571537023438,132.28529851810586,1.2,4.2171242110346725,8.7720686089973,257.5424518172801,8.7720686089973,0.9294578132264533,8.153267706791047,0.0,0.0,0.07838917921918229,510,1534,11906,"{'qa': 32, 'json': 32}",activated-late-specialization,semantic / activated_lora
agent_session-oracle-standard_lora-seed11-1781443375867,48,oracle,standard_lora,agent_session,28.067865624551995,25.945279984378633,50.2781259684379,52.06454475225861,62.267865624551995,60.26741742091187,94.06454475225861,99.640566944033,1.2,2.313067320816388,16.059647941517103,457.69996633323746,16.059647941517103,0.9230988193068884,14.824642053298739,0.9139784946236559,0.6398996235884568,1.6783625730994152,2296,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",specialist-adapter,oracle / standard_lora
prompt_layout_ablation-cache_aware-standard_lora-seed11-1781443359715,48,cache_aware,standard_lora,prompt_layout_ablation,43.41779569950189,66.51591876832268,71.9871743021818,74.31945704373204,78.21779569950188,91.44515202688636,119.81192643473236,125.43888276530822,1.2,2.8011362248255622,12.78481438983288,370.75961730515354,12.78481438983288,0.9253907537226375,11.83094902441147,0.9097744360902256,0.46360153256704983,1.0,4480,0,0,"{'qa': 24, 'json': 24}",specialist-adapter,cache_aware / standard_lora
mixed_tasks_same_doc-multitask-standard_lora-seed23-1781443541991,48,multitask,standard_lora,mixed_tasks_same_doc,16.94289648171834,14.60290644425894,18.733294315795746,74.33235053302717,47.29289648171834,44.67411230884824,63.550358010027416,108.95627707258672,1.2,1.9479955556167212,21.144824580295325,534.7878550099692,21.144824580295325,0.7983017078257131,16.879949574124876,0.9530791788856305,0.9065550906555091,1.0,804,0,0,{'multitask': 48},specialist-adapter,multitask / standard_lora
agent_session-sticky_session-base_shared-seed11-1781443345701,48,sticky_session,base_shared,agent_session,21.30119895788533,20.727445943227533,23.239519108305117,51.40439651648438,55.50119895788532,54.66741742091187,72.1132098011467,95.34243404163028,1.2,2.0636852986197805,18.01762878598004,513.5024204004312,18.01762878598004,0.9230988193068884,16.63205185904798,0.9287833827893175,0.7854454203262233,1.0,1368,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",multitask-or-shared-base,sticky_session / base_shared
low_overlap_control-oracle-standard_lora-seed11-1781443376828,48,oracle,standard_lora,low_overlap_control,68.80906155717521,68.42278232469106,72.23918347990696,73.30258348803063,102.60906155717521,102.56947339586782,118.24379815383972,121.36369200291949,1.2,3.961836386968935,9.745727958371258,274.5046708274571,9.745727958371258,0.9070162139699103,8.839533275182601,0.4782608695652174,0.042328042328042326,1.0,7964,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",specialist-adapter,oracle / standard_lora
agent_session-sticky_session-activated_lora-seed11-1781443349766,48,sticky_session,activated_lora,agent_session,21.30119895788533,20.727445943227533,23.239519108305117,51.40439651648438,55.50119895788532,54.66741742091187,72.1132098011467,95.34243404163028,1.2,2.0636852986197805,18.01762878598004,513.5024204004312,18.01762878598004,0.9230988193068884,16.63205185904798,0.9287833827893175,0.7854454203262233,1.0,1032,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",activated-late-specialization,sticky_session / activated_lora
agent_session-oracle-base_shared-seed11-1781443380659,48,oracle,base_shared,agent_session,21.30119895788533,20.727445943227533,23.239519108305117,51.40439651648438,55.50119895788532,54.66741742091187,72.1132098011467,95.34243404163028,1.2,2.0636852986197805,18.01762878598004,513.5024204004312,18.01762878598004,0.9230988193068884,16.63205185904798,0.9287833827893175,0.7854454203262233,1.0,1368,0,0,"{'qa': 16, 'json': 16, 'summary': 16}",multitask-or-shared-base,oracle / base_shared
prompt_layout_ablation-cache_aware-activated_lora-seed17-1781443463335,64,cache_aware,activated_lora,prompt_layout_ablation,78.76694638600684,78.67123241900492,81.43737080805315,81.74044456442961,113.99819638600684,114.3351088819405,129.07571537023438,132.28529851810586,1.2,4.2171242110346725,8.7720686089973,257.5424518172801,8.7720686089973,0.9294578132264533,8.153267706791047,0.0,0.0,0.07838917921918229,510,1534,11906,"{'qa': 32, 'json': 32}",activated-late-specialization,cache_aware / activated_lora
mixed_tasks_same_doc-multitask-base_shared-seed11-1781443426636,64,multitask,base_shared,mixed_tasks_same_doc,15.63482369191805,13.962916450285618,17.475283308825276,77.86191011370109,47.19107369191805,43.96291645028562,67.0081668769729,112.21462898475986,1.2,1.8656110996621442,21.190448145519948,557.2425660767199,21.190448145519948,0.8022583445485687,17.000213849467123,0.958656330749354,0.93099121706399,0.5738636363636364,505,64,375,{'multitask': 64},multitask-or-shared-base,multitask / base_shared
mixed_tasks_same_doc-semantic-activated_lora-seed11-1781443319399,48,semantic,activated_lora,mixed_tasks_same_doc,16.506261004363736,14.264595739230678,18.348714147620036,74.65930385952872,49.68126100436373,47.80754019296259,68.895798677225,125.05930385952871,1.2,1.8545904547239973,20.128313569016804,556.4640022101104,20.128313569016804,0.9098928913058059,18.314609430422585,0.9550982226379794,0.9119014411901442,1.0,758,0,0,"{'qa': 12, 'json': 12, 'summary': 12, 'code': 12}",activated-late-specialization,semantic / activated_lora
shared_doc_qa-cache_aware-activated_lora-seed11-1781443585382,48,cache_aware,activated_lora,shared_doc_qa,17.856807859643713,13.119025274437863,70.79922424497421,74.54771382750981,50.85680785964371,50.37611024752372,88.9477138275098,121.1992242449742,1.2,2.0348690752719603,19.663050869410302,540.7338989087833,19.663050869410302,0.9185562147947066,18.061617577921293,0.952755905511811,0.8802083333333334,1.0,996,0,0,{'qa': 48},activated-late-specialization,cache_aware / activated_lora
